,desertionNo,filename,happenDt,happenPlace,kindCd,colorCd,age,weight,noticeNo,noticeSdt,noticeEdt,popfile,processState,sexCd,neuterYn,specialMark,careNm,careTel,careAddr,orgNm,chargeNm,officetel,noticeComment
111,441393202301178,http://www.animal.go.kr/files/shelter/2023/05/202306281606695_s.jpg,20230628,본오동 841-9 부근,[개] 포메라니안,갈흑,2022(년생),2.7(Kg),경기-안산-2023-00580,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281606695.jpg,보호중,F,U,"순함, 털 관리 잘 됨",한국야생동물보호협회,031-296-0124,경기도 안산시 상록구 청곡길 50 (부곡동) 안산시 상록구 부곡동 231-5,경기도 안산시,안산시 농업정책과,031-481-2494,
112,441393202301177,http://www.animal.go.kr/files/shelter/2023/05/202306281606632_s.jpg,20230628,이동 532-3 부근,[개] 말티즈,백,2020(년생),2.9(Kg),경기-안산-2023-00579,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281606632.jpg,보호중,F,U,"순함, 전체 미용, 칩있음",한국야생동물보호협회,031-296-0124,경기도 안산시 상록구 청곡길 50 (부곡동) 안산시 상록구 부곡동 231-5,경기도 안산시,안산시 농업정책과,031-481-2494,
113,441393202301173,http://www.animal.go.kr/files/shelter/2023/05/202306281406748[1]_s.jpg,20230628,월피119안전센터에서 인수,[개] 믹스견,백,2022(년생),16(Kg),경기-안산-2023-00575,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281406748[1].jpg,보호중,F,U,"순함, 빨간 목줄",한국야생동물보호협회,031-296-0124,경기도 안산시 상록구 청곡길 50 (부곡동) 안산시 상록구 부곡동 231-5,경기도 안산시,안산시 농업정책과,031-481-2494,
114,441393202301172,http://www.animal.go.kr/files/shelter/2023/05/202306281406376[1]_s.jpg,20230628,팔곡1동 543-16 부근,[개] 믹스견,백,2023(60일미만)(년생),1.5(Kg),경기-안산-2023-00574,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281406376[1].jpg,보호중,M,N,"2개월 추정, 공고번호 174번 새끼, 설사",한국야생동물보호협회,031-296-0124,경기도 안산시 상록구 청곡길 50 (부곡동) 안산시 상록구 부곡동 231-5,경기도 안산시,안산시 농업정책과,031-481-2494,
115,441393202301171,http://www.animal.go.kr/files/shelter/2023/05/202306281406270_s.jpg,20230628,팔곡1동 543-16 부근,[개] 믹스견,갈,2023(60일미만)(년생),1.5(Kg),경기-안산-2023-00573,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281406270.jpg,보호중,M,N,"2개월 추정, 공고번호 174번 새끼, 설사",한국야생동물보호협회,031-296-0124,경기도 안산시 상록구 청곡길 50 (부곡동) 안산시 상록구 부곡동 231-5,경기도 안산시,안산시 농업정책과,031-481-2494,
116,441393202301170,http://www.animal.go.kr/files/shelter/2023/05/202306281406309_s.jpg,20230628,팔곡1동 543-16 부근,[개] 믹스견,갈,2023(60일미만)(년생),1.5(Kg),경기-안산-2023-00572,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281406309.jpg,보호중,M,N,"2개월 추정, 공고번호 174번 새끼, 설사",한국야생동물보호협회,031-296-0124,경기도 안산시 상록구 청곡길 50 (부곡동) 안산시 상록구 부곡동 231-5,경기도 안산시,안산시 농업정책과,031-481-2494,
117,441393202301169,http://www.animal.go.kr/files/shelter/2023/05/202306281406735_s.jpg,20230628,팔곡1동 543-16 부근,[개] 믹스견,갈,2023(60일미만)(년생),1.5(Kg),경기-안산-2023-00571,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281406735.jpg,보호중,M,N,"2개월 추정, 공고번호 174번 새끼, 설사",한국야생동물보호협회,031-296-0124,경기도 안산시 상록구 청곡길 50 (부곡동) 안산시 상록구 부곡동 231-5,경기도 안산시,안산시 농업정책과,031-481-2494,
118,441393202301168,http://www.animal.go.kr/files/shelter/2023/05/202306281406200_s.jpg,20230628,팔곡1동 543-16 부근,[개] 믹스견,백,2023(60일미만)(년생),1.5(Kg),경기-안산-2023-00570,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281406200.jpg,보호중,M,N,"2개월 추정, 공고번호 174번 새끼, 설사",한국야생동물보호협회,031-296-0124,경기도 안산시 상록구 청곡길 50 (부곡동) 안산시 상록구 부곡동 231-5,경기도 안산시,안산시 농업정책과,031-481-2494,
119,441393202301167,http://www.animal.go.kr/files/shelter/2023/05/202306281406672_s.jpg,20230628,팔곡1동 543-16 부근,[개] 믹스견,백,2023(60일미만)(년생),1.5(Kg),경기-안산-2023-00569,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281406672.jpg,보호중,F,N,"2개월 추정, 공고번호 174번 새끼, 설사",한국야생동물보호협회,031-296-0124,경기도 안산시 상록구 청곡길 50 (부곡동) 안산시 상록구 부곡동 231-5,경기도 안산시,안산시 농업정책과,031-481-2494,
120,441391202301629,http://www.animal.go.kr/files/shelter/2023/05/202306281706843_s.jpg,20230628,비전 1동 : 비전동 849-1 부근,[개] 말티즈,흰색,2018(년생),2.6(Kg),경기-평택-2023-00844,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281706843.jpg,보호중,F,U,"귀엽고 사랑그럽다, 관리가 잘 되어있는 걸로 보아 주인을 잃어버린 것 같음, 빨리 찾으러 오세요",평택시유기동물보호소,031-8024-3849,경기도 평택시 진위면 야막길 108-86 (진위면) ,경기도 평택시,평택시,031-8024-3808,
121,441391202301628,http://www.animal.go.kr/files/shelter/2023/05/202306281606937_s.jpg,20230628,현덕면 : 현덕로 1348-11,[개] 믹스견,갈/검,2023(60일미만)(년생),0.9(Kg),경기-평택-2023-00843,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281606937.jpg,보호중,F,N,"40일 추정, 공장 창고에 들개가 출산 한 후 모견은 도망가고 아기들만 남아 있는 상태여서 구조됨",평택시유기동물보호소,031-8024-3849,경기도 평택시 진위면 야막길 108-86 (진위면) ,경기도 평택시,평택시,031-8024-3808,
122,441391202301627,http://www.animal.go.kr/files/shelter/2023/05/202306281606838_s.jpg,20230628,현덕면 : 현덕로 1348-11,[개] 믹스견,갈/검,2023(60일미만)(년생),1(Kg),경기-평택-2023-00842,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281606838.jpg,보호중,F,N,"40일 추정, 공장 창고에 들개가 출산 한 후 모견은 도망가고 아기들만 남아 있는 상태여서 구조됨",평택시유기동물보호소,031-8024-3849,경기도 평택시 진위면 야막길 108-86 (진위면) ,경기도 평택시,평택시,031-8024-3808,
123,441391202301626,http://www.animal.go.kr/files/shelter/2023/05/202306281606382_s.jpg,20230628,현덕면 : 현덕로 1348-11,[개] 믹스견,갈/검,2023(60일미만)(년생),1(Kg),경기-평택-2023-00841,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281606382.jpg,보호중,M,N,"40일 추정, 공장 창고에 들개가 출산 한 후 모견은 도망가고 아기들만 남아 있는 상태여서 구조됨",평택시유기동물보호소,031-8024-3849,경기도 평택시 진위면 야막길 108-86 (진위면) ,경기도 평택시,평택시,031-8024-3808,
124,441391202301625,http://www.animal.go.kr/files/shelter/2023/05/202306281606172_s.jpg,20230628,현덕면 : 현덕로 1348-11,[개] 믹스견,갈/검,2023(60일미만)(년생),1.2(Kg),경기-평택-2023-00840,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281606172.jpg,보호중,F,N,"40일 추정, 공장 창고에 들개가 출산 한 후 모견은 도망가고 아기들만 남아 있는 상태여서 구조됨",평택시유기동물보호소,031-8024-3849,경기도 평택시 진위면 야막길 108-86 (진위면) ,경기도 평택시,평택시,031-8024-3808,
125,441391202301624,http://www.animal.go.kr/files/shelter/2023/05/20230628140669_s.jpg,20230628,팽성읍 : 객사리 212,[개] 믹스견,흰색,2020(년생),15(Kg),경기-평택-2023-00839,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/20230628140669.jpg,보호중,F,U,"도로에 개가 돌아다닌다는 신고로 구조됨, 빨간색 목줄을 하고 있음",평택시유기동물보호소,031-8024-3849,경기도 평택시 진위면 야막길 108-86 (진위면) ,경기도 평택시,평택시,031-8024-3808,
126,441391202301623,http://www.animal.go.kr/files/shelter/2023/05/202306281406170_s.jpg,20230628,통복동 : 통복시장로 25번길 8-3,[고양이] 한국 고양이,고등어 ,2022(년생),1.8(Kg),경기-평택-2023-00838,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281406170.jpg,보호중,F,N,순하고 사람을 잘 따름,평택시유기동물보호소,031-8024-3849,경기도 평택시 진위면 야막길 108-86 (진위면) ,경기도 평택시,평택시,031-8024-3808,
127,441391202301622,http://www.animal.go.kr/files/shelter/2023/05/202306281406491_s.jpg,20230628,포승읍 : 석정리 1574-8,[고양이] 한국 고양이,검/흰,2023(60일미만)(년생),0.8(Kg),경기-평택-2023-00837,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281406491.jpg,보호중,M,N,"60일 추정, 귀엽고 사랑스럽다, 얼른 데려가 주세요~~~",평택시유기동물보호소,031-8024-3849,경기도 평택시 진위면 야막길 108-86 (진위면) ,경기도 평택시,평택시,031-8024-3808,
128,441391202301621,http://www.animal.go.kr/files/shelter/2023/05/202306281406581_s.jpg,20230628,현덕면: 기산1길 157,[개] 믹스견,흰색,2023(년생),13(Kg),경기-평택-2023-00836,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281406581.jpg,보호중,F,N,경계심이 있으나 순함,평택시유기동물보호소,031-8024-3849,경기도 평택시 진위면 야막길 108-86 (진위면) ,경기도 평택시,평택시,031-8024-3808,
129,441391202301620,http://www.animal.go.kr/files/shelter/2023/05/202306281406305_s.jpg,20230628,팽성읍 : 대사리 117-6,[개] 믹스견,흰색,2023(년생),10(Kg),경기-평택-2023-00835,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281406305.jpg,보호중,F,N,"9개월 추정, 경계심이 있으나 순해 보임",평택시유기동물보호소,031-8024-3849,경기도 평택시 진위면 야막길 108-86 (진위면) ,경기도 평택시,평택시,031-8024-3808,
130,441386202300852,http://www.animal.go.kr/files/shelter/2023/05/202306281706862[1]_s.jpg,20230628,여우고개 웃고얀근린공원(가로공원),[고양이] 페르시안,흰갈,2020(년생),5.2(Kg),경기-부천-2023-00415,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281706862[1].jpg,보호중,M,N,"순함, 케이지 채 유기, 자가미용흔적",cj동물병원,032-323-4999,"경기도 부천시 소향로 246 (중동, 새롬프라자6차) ",경기도 부천시,부천시,032-625-2803,
131,441386202300851,http://www.animal.go.kr/files/shelter/2023/05/202306281406754_s.jpg,20230628,신흥로 95번길82,[고양이] 한국 고양이,흰검,2023(60일미만)(년생),0.6(Kg),경기-부천-2023-00414,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281406754.jpg,보호중,M,N,결막염. 호흡기질환. 예민함. ,cj동물병원,032-323-4999,"경기도 부천시 소향로 246 (중동, 새롬프라자6차) ",경기도 부천시,부천시,032-625-2803,
132,441386202300850,http://www.animal.go.kr/files/shelter/2023/05/202306281306236_s.jpg,20230628,소사본동 자매콩나물국밥 집 앞,[개] 말티즈,흰색,2019(년생),4.2(Kg),경기-부천-2023-00413,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281306236.jpg,보호중,F,U,"순함, 겁이 많음",가나동물병원,032-665-0075,경기도 부천시 경인로 72 (송내동) ,경기도 부천시,부천시,032-625-2803,
133,441386202300849,http://www.animal.go.kr/files/shelter/2023/05/20230628130653_s.jpg,20230628,범박동 일루미스테이트 3단지 지하주차장,[고양이] 한국 고양이,검갈,2023(60일미만)(년생),0.1(Kg),경기-부천-2023-00412,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/20230628130653.jpg,보호중,M,N,"5일령, 탈수심함",가나동물병원,032-665-0075,경기도 부천시 경인로 72 (송내동) ,경기도 부천시,부천시,032-625-2803,
134,441386202300848,http://www.animal.go.kr/files/shelter/2023/05/202306281306250_s.jpg,20230628,범박동 일루미스테이트 3단지 지하주차장,[고양이] 한국 고양이,치즈,2023(60일미만)(년생),0.1(Kg),경기-부천-2023-00411,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281306250.jpg,보호중,F,N,"5일령, 탈수 심함",가나동물병원,032-665-0075,경기도 부천시 경인로 72 (송내동) ,경기도 부천시,부천시,032-625-2803,
135,441386202300847,http://www.animal.go.kr/files/shelter/2023/05/202306281306104_s.jpg,20230628,범박동 일루미스테이트 3단지 지하주차장,[고양이] 한국 고양이,치즈,2023(60일미만)(년생),0.1(Kg),경기-부천-2023-00410,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281306104.jpg,보호중,M,N,"5일령, 탈수심함",가나동물병원,032-665-0075,경기도 부천시 경인로 72 (송내동) ,경기도 부천시,부천시,032-625-2803,
136,441386202300846,http://www.animal.go.kr/files/shelter/2023/05/202306281006603_s[1].jpg,20230628,송내동 성우아파트 화단,[고양이] 한국 고양이,흰검,2021(년생),5.2(Kg),경기-부천-2023-00409,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281006603.jpg,보호중,Q,U,"TA, 골반골절, 과호흡, 예후불량",가나동물병원,032-665-0075,경기도 부천시 경인로 72 (송내동) ,경기도 부천시,부천시,032-625-2803,
137,441383202300410,http://www.animal.go.kr/files/shelter/2023/05/202306281406570[1]_s.jpg,20230628,만안로 232 부근,[고양이] 한국 고양이,백흑,2023(년생),1.6(Kg),경기-안양-2023-00151,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281406570[1].jpg,보호중,F,U,"4개월 추정, 마른 편, 순함, 백화점 안에서 발견",한국야생동물보호협회,031-296-0124,경기도 안산시 상록구 청곡길 50 (부곡동) ,경기도 안양시,안양시,031-8045-2605,
138,441374202300662,http://www.animal.go.kr/files/shelter/2023/05/202306281406980_s.jpg,20230628,팔달구 수원천로392번길 44-6(매향동),[개] 치와와,백갈색,2016(년생),2.10(Kg),경기-수원-2023-00367,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281406980.jpg,종료(반환),F,U,내장형 무선식별장치 있음,수원시 동물보호센터,031-228-3557,"경기도 수원시 영통구 광교호수로 234 (하동, 수원시 동물보호센터) 하동 40-10",경기도 수원시,수원시,031-228-3997,
139,441374202300661,http://www.animal.go.kr/files/shelter/2023/05/202306281406867_s.jpg,20230628,장안구 장안로496번길 26(이목동),[개] 믹스견,연갈색,2018(년생),9.50(Kg),경기-수원-2023-00366,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281406867.jpg,보호중,F,U,초록색 목줄,수원시 동물보호센터,031-228-3557,"경기도 수원시 영통구 광교호수로 234 (하동, 수원시 동물보호센터) 하동 40-10",경기도 수원시,수원시,031-228-3997,
140,441374202300660,http://www.animal.go.kr/files/shelter/2023/05/202306281406582_s.jpg,20230628,권선구 망포로 13(곡반정동),[개] 푸들,흰색,2022(년생),3.20(Kg),경기-수원-2023-00365,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281406582.jpg,보호중,M,N,Poodle,수원시 동물보호센터,031-228-3557,"경기도 수원시 영통구 광교호수로 234 (하동, 수원시 동물보호센터) 하동 40-10",경기도 수원시,수원시,031-228-3997,
141,431371202300313,http://www.animal.go.kr/files/shelter/2023/05/20230628150664_s.jpg,20230628,월봉시장,[고양이] 한국 고양이,"흰,노",2023(60일미만)(년생),0.70(Kg),울산-동구-2023-00169,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/20230628150664.png,보호중,F,N,앞다리 골절,일산동물의료센터,052-252-5878,울산광역시 동구 방어진순환도로 645 (일산동) ,울산광역시 동구,울산광역시 동구,052-209-3373,
142,431371202300312,http://www.animal.go.kr/files/shelter/2023/05/202306281506467_s.jpg,20230628,동구관내,[개] 말티즈,흰색,2020(년생),4(Kg),울산-동구-2023-00168,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281506467.jpg,보호중,M,N,"순함,목테,목줄착용,칩없음,눈곱심함",울산유기동물보호센터,052-238-6113,울산광역시 울주군 온양읍 화산발리로 543 (온양읍) ,울산광역시 동구,울산광역시 동구,052-209-3373,
143,431370202300610,http://www.animal.go.kr/files/shelter/2023/05/202306281506807_s.jpg,20230628,남구 달동 625-1,[고양이] 한국 고양이,삼색이,2023(60일미만)(년생),0.6(Kg),울산-남구-2023-00352,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281506807.jpg,보호중,F,N,"예쁨, 순함",사랑동물병원,052-273-0075,울산광역시 남구 중앙로 165-1 (신정동) ,울산광역시 남구,윤경호,052-226-5264,
144,431369202300458,http://www.animal.go.kr/files/shelter/2023/05/202306281606370_s.jpg,20230628,북정동,[고양이] 한국 고양이,치즈,2023(60일미만)(년생),0.15(Kg),울산-중구-2023-00248,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281606370.jpg,보호중,F,N,신생축,산타클라라동물병원,052-244-4296,울산광역시 중구 다운로 1 (다운동) ,울산광역시 중구,이채은(담당자),052-290-3336,
145,431369202300457,http://www.animal.go.kr/files/shelter/2023/05/202306281506998[1]_s.jpg,20230628,태화로182,[고양이] 한국 고양이,치즈,2023(60일미만)(년생),0.2(Kg),울산-중구-2023-00247,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281506998[1].jpg,보호중,Q,N,"저체온증,기립,보행불가",울산유기동물보호센터,052-238-6113,울산광역시 울주군 온양읍 화산발리로 543 (온양읍) ,울산광역시 중구,이채은(담당자),052-290-3336,
146,430368202300308,http://www.animal.go.kr/files/shelter/2023/05/202306281006915_s.jpg,20230628,대화동 40-58번지 주변,[개] 진도견,백,2020(년생),30(Kg),대전-대덕-2023-00115,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281006915.jpg,종료(반환),M,U,23-114-115 동시구조 ,대전동물보호센터,042-825-1118,대전광역시 유성구 금남구즉로 1234 (금고동) 대전광역시 동물보호센터,대전광역시 대덕구,대덕구,042-608-6953,
147,430368202300307,http://www.animal.go.kr/files/shelter/2023/05/20230628100684_s.jpg,20230628,대화동 40-58번지 주변,[개] 진도견,백,2020(년생),30(Kg),대전-대덕-2023-00114,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/20230628100684.jpg,종료(반환),M,U,23-114-115 동시구조,대전동물보호센터,042-825-1118,대전광역시 유성구 금남구즉로 1234 (금고동) 대전광역시 동물보호센터,대전광역시 대덕구,대덕구,042-608-6953,
148,430367202300376,http://www.animal.go.kr/files/shelter/2023/05/202306281506236_s[1].jpg,20230628,테크노2로37 웅진에너지 주변 ,[개] 믹스견,황,2020(년생),7.00(Kg),대전-유성-2023-00194,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281506236.png,종료(반환),M,U,없음,대전동물보호센터,042-825-1118,대전광역시 유성구 금남구즉로 1234 (금고동) 대전광역시 동물보호센터,대전광역시 유성구,박대호,042-611-2785,
149,429363202300585,http://www.animal.go.kr/files/shelter/2023/05/202306281706875[1]_s.jpg,20230628,광산구 도산동,[고양이] 한국 고양이,"검,흰",2023(60일미만)(년생),0.5(Kg),광주-광산-2023-00401,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281706875[1].jpg,보호중,M,N,23-7619 안구혼탁,광주 동물보호소,062-571-2808,광주광역시 북구 본촌마을길 27 (본촌동) 광주공역시 동물보호소,광주광역시 광산구,광산구,062-960-8513,
150,429363202300584,http://www.animal.go.kr/files/shelter/2023/05/202306281706667_s.jpg,20230628,광산구 신가동,[고양이] 한국 고양이,"검,갈,흰",2023(60일미만)(년생),0.4(Kg),광주-광산-2023-00400,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281706667.jpg,보호중,M,N,23-7618,광주 동물보호소,062-571-2808,광주광역시 북구 본촌마을길 27 (본촌동) 광주공역시 동물보호소,광주광역시 광산구,광산구,062-960-8513,
151,429363202300583,http://www.animal.go.kr/files/shelter/2023/05/202306281506546_s.jpg,20230628,광산구 월곡동,[개] 푸들,갈,2015(년생),4(Kg),광주-광산-2023-00399,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281506546.jpg,보호중,M,N,23-0682 해피 ,광주 동물보호소,062-571-2808,광주광역시 북구 본촌마을길 27 (본촌동) 광주공역시 동물보호소,광주광역시 광산구,광산구,062-960-8513,
152,429362202300545,http://www.animal.go.kr/files/shelter/2023/05/202306281406100_s.jpg,20230628,북구 용봉동,[고양이] 한국 고양이,"흰,노",2023(60일미만)(년생),0.4(Kg),광주-북구-2023-00449,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281406100.jpg,보호중,M,N,"23-7616 탈수,많이마름",광주 동물보호소,062-571-2808,광주광역시 북구 본촌마을길 27 (본촌동) 광주광역시 동물보호소,광주광역시 북구,북구,062-410-6557,
153,429362202300544,http://www.animal.go.kr/files/shelter/2023/05/202306281406169_s.jpg,20230628,북구 운암동,[고양이] 한국 고양이,"흰,노",2023(60일미만)(년생),0.4(Kg),광주-북구-2023-00448,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281406169.jpg,보호중,M,N,23-7614,광주 동물보호소,062-571-2808,광주광역시 북구 본촌마을길 27 (본촌동) 광주광역시 동물보호소,광주광역시 북구,북구,062-410-6557,
154,429362202300542,http://www.animal.go.kr/files/shelter/2023/05/202306281006622_s.jpg,20230628,북구 연제동,[고양이] 한국 고양이,"흰,노",2023(60일미만)(년생),0.3(Kg),광주-북구-2023-00446,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281006622.jpg,종료(자연사),M,N,23-7580 허피,광주 동물보호소,062-571-2808,광주광역시 북구 본촌마을길 27 (본촌동) 광주광역시 동물보호소,광주광역시 북구,북구,062-410-6557,
155,429361202300263,http://www.animal.go.kr/files/shelter/2023/05/202306281506373[1]_s.jpg,20230628,남구 백운동,[개] 요크셔 테리어,"검,흰",2023(60일미만)(년생),4(Kg),광주-남구-2023-00174,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281506373[1].jpg,종료(반환),M,N,23-0684 퐁퐁 ,광주 동물보호소,062-571-2808,광주광역시 북구 본촌마을길 27 (본촌동) 광주광역시 동물보호소,광주광역시 남구,남구,062-607-2752,
156,429361202300262,http://www.animal.go.kr/files/shelter/2023/05/202306281206316_s.jpg,20230628,남구 송하동,[고양이] 한국 고양이,"검,갈",2023(60일미만)(년생),0.2(Kg),광주-남구-2023-00173,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281206316.jpg,보호중,F,N,"23-7613 파리알,구더기",광주 동물보호소,062-571-2808,광주광역시 북구 본촌마을길 27 (본촌동) 광주광역시 동물보호소,광주광역시 남구,남구,062-607-2752,
157,429361202300261,http://www.animal.go.kr/files/shelter/2023/05/202306281206764_s.jpg,20230628,남구 양림동,[고양이] 한국 고양이,"흰,노",2023(60일미만)(년생),0.5(Kg),광주-남구-2023-00172,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281206764.jpg,보호중,M,N,23-7612 ,광주 동물보호소,062-571-2808,광주광역시 북구 본촌마을길 27 (본촌동) 광주광역시 동물보호소,광주광역시 남구,남구,062-607-2752,
158,429359202300231,http://www.animal.go.kr/files/shelter/2023/05/202306281506959_s.jpg,20230628,동구 학동,[개] 믹스견,"검,흰",2023(60일미만)(년생),1.5(Kg),광주-동구-2023-00161,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281506959.jpg,보호중,M,N,23-0683 꽁꽁,광주 동물보호소,062-571-2808,광주광역시 북구 본촌마을길 27 (본촌동) 광주광역시 동물보호소,광주광역시 동구,동구,062-608-2724,
159,429359202300230,http://www.animal.go.kr/files/shelter/2023/05/202306281406217_s.jpg,20230628,동구 학동,[고양이] 한국 고양이,"흰,노",2023(60일미만)(년생),0.1(Kg),광주-동구-2023-00160,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281406217.jpg,보호중,M,N,23-7617,광주 동물보호소,062-571-2808,광주광역시 북구 본촌마을길 27 (본촌동) 광주광역시 동물보호소,광주광역시 동구,동구,062-608-2724,
160,428356202301033,http://www.animal.go.kr/files/shelter/2023/05/202306281306877_s.jpg,20230628,청라동 202-12,[개] 포메라니안,회색,2021(년생),4.3(Kg),인천-서구-2023-00521,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281306877.jpg,보호중,F,U,"유치 있음, 신고자 보호중, 엉덩이 털 밀려있음, 사람 너무 좋아함, 애교 많음, 소리에 겁이 좀 있음",가정동물병원,032-575-0833,인천광역시 서구 가정로 346 (가정동) ,인천광역시 서구,장규성,032-560-1902,
161,428356202301032,http://www.animal.go.kr/files/shelter/2023/05/202306281106199_s.jpg,20230628,서구 시천동162-270,[고양이] 한국 고양이,치즈,2023(60일미만)(년생),0.3(Kg),인천-서구-2023-00520,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281106199.jpg,보호중,M,N,"활발하지 못함,탈수증상 있음",우리동물병원,032-566-0075,인천광역시 서구 서곶로 349 (연희동) 우리동물병원,인천광역시 서구,장규성,032-560-1902,
162,428356202301031,http://www.animal.go.kr/files/shelter/2023/05/202306281106389_s.jpg,20230628,서구청경에과,[개] 푸들,갈색,2021(년생),1.8(Kg),인천-서구-2023-00519,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281106389.jpg,종료(반환),F,U,"말티푸 추정, 가슴부분, 턱밑 하얀색 털, 애교많음, 귀여움, 사람 잘 따름",가정동물병원,032-575-0833,인천광역시 서구 가정로 346 (가정동) ,인천광역시 서구,장규성,032-560-1902,
163,428351202300531,http://www.animal.go.kr/files/shelter/2023/05/202306281206221_s.jpg,20230628,미추홀구 독배로 382번길 34,[고양이] 한국 고양이,검/갈/흰,2023(60일미만)(년생),0.1(Kg),인천-미추홀-2023-00256,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281206221.jpg,보호중,Q,N,"5마리 중 2마리는 죽은 상태에서 3마리같이발견, 탯줄있음",인천광역시수의사회,032-515-7567,"인천광역시 계양구 다남로165번길 56 (다남동, 유기동물보호소) ",인천광역시 미추홀구,미추홀구,032-880-4384,
164,428351202300529,http://www.animal.go.kr/files/shelter/2023/05/202306281106540_s.jpg,20230628,미추홀구 독배로 382번길 34,[고양이] 한국 고양이,검/갈/흰,2023(60일미만)(년생),0.1(Kg),인천-미추홀-2023-00254,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281106540.jpg,보호중,F,N,"5마리 중 2마리는 죽은 상태에서 3마리같이발견, 탯줄있음",인천광역시수의사회,032-515-7567,"인천광역시 계양구 다남로165번길 56 (다남동, 유기동물보호소) ",인천광역시 미추홀구,미추홀구,032-880-4384,
165,428349202300588,http://www.animal.go.kr/files/shelter/2023/05/202306281606995_s.jpg,20230628,신포동신포주점뒤골목길,[고양이] 한국 고양이,검정+흰색조금,2023(60일미만)(년생),0.60(Kg),인천-중구-2023-00371,20230628,20230710,http://www.animal.go.kr/files/shelter/2023/05/202306281606995.jpg,보호중,M,N,"높은곳에서 떨어저 한동안방치되있다가,발견하여 데려와신고",경동동물병원,032-765-9988,인천광역시 중구 개항로 68 (경동) ,인천광역시 중구,이아름,032-760-8944,
